A158;162181.185;
A159;162182.185;
A161;162183.185;
A162;162184.185;
A266;162176.185;
A267;162177.185;
A268;162178.185;
A269;162179.185;
A270;162180.185;
E216;161756.185;
E217;161203.185;
G208A;161758.185;
G208B;161759.185;
G208D;161760.185;
G209;161761.185;
G211;161762.185;
G213;161763.185;
G215;161764.185;
G219;161765.185;
K110;161834.185;
K112;161835.185;
K114;161836.185;
K206;162227.185;
